Initialising...
Simulation: Reached termination time.
Starting CloudSim version 3.0
Broker is starting...
Datacenter is starting...
Entities started.
0.0: Broker: Cloud Resource List received with 1 resource(s)
300,10: [Host #25] IO processing of VM #203 elapsed time is 2,77444 s
300,10: [Host #25] IO processing of VM #204 elapsed time is 2,77444 s
300,10: [Host #25] IO processing of VM #205 elapsed time is 2,77444 s
300,10: [Host #25] IO processing of VM #206 elapsed time is 2,77444 s
300,10: [Host #25] IO processing of VM #207 elapsed time is 2,77444 s
300,10: [Host #25] Total allocated MIPS for VM #200 (Host #25) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #25] MIPS for VM #200 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #25] Total allocated MIPS for VM #201 (Host #25) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #25] MIPS for VM #201 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #25] Total allocated MIPS for VM #202 (Host #25) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #25] MIPS for VM #202 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #25] Total allocated MIPS for VM #203 (Host #25) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #25] MIPS for VM #203 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #25] Total allocated MIPS for VM #204 (Host #25) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #25] MIPS for VM #204 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #25] Total allocated MIPS for VM #205 (Host #25) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #25] MIPS for VM #205 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #25] Total allocated MIPS for VM #206 (Host #25) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #25] MIPS for VM #206 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #25] Total allocated MIPS for VM #207 (Host #25) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #25] MIPS for VM #207 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #25] utilization is 100,00%

300,10: [Host #26] IO processing of VM #208 elapsed time is 2,77444 s
300,10: [Host #26] IO processing of VM #209 elapsed time is 2,77444 s
300,10: [Host #26] IO processing of VM #210 elapsed time is 2,77444 s
300,10: [Host #26] IO processing of VM #211 elapsed time is 2,77444 s
300,10: [Host #26] IO processing of VM #212 elapsed time is 2,77444 s
300,10: [Host #26] IO processing of VM #213 elapsed time is 2,77444 s
300,10: [Host #26] IO processing of VM #214 elapsed time is 2,77444 s
300,10: [Host #26] IO processing of VM #215 elapsed time is 2,77444 s
300,10: [Host #26] Total allocated MIPS for VM #208 (Host #26) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #26] MIPS for VM #208 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #26] Total allocated MIPS for VM #209 (Host #26) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #26] MIPS for VM #209 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #26] Total allocated MIPS for VM #210 (Host #26) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #26] MIPS for VM #210 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #26] Total allocated MIPS for VM #211 (Host #26) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #26] MIPS for VM #211 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #26] Total allocated MIPS for VM #212 (Host #26) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #26] MIPS for VM #212 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #26] Total allocated MIPS for VM #213 (Host #26) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #26] MIPS for VM #213 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #26] Total allocated MIPS for VM #214 (Host #26) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #26] MIPS for VM #214 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #26] Total allocated MIPS for VM #215 (Host #26) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #26] MIPS for VM #215 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #26] utilization is 100,00%

300,10: [Host #27] IO processing of VM #216 elapsed time is 2,77444 s
300,10: [Host #27] IO processing of VM #217 elapsed time is 2,77444 s
300,10: [Host #27] IO processing of VM #218 elapsed time is 2,77444 s
300,10: [Host #27] IO processing of VM #219 elapsed time is 2,77444 s
300,10: [Host #27] IO processing of VM #220 elapsed time is 2,77444 s
300,10: [Host #27] IO processing of VM #221 elapsed time is 2,77444 s
300,10: [Host #27] IO processing of VM #222 elapsed time is 2,77444 s
300,10: [Host #27] IO processing of VM #223 elapsed time is 2,77444 s
300,10: [Host #27] Total allocated MIPS for VM #216 (Host #27) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #27] MIPS for VM #216 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #27] Total allocated MIPS for VM #217 (Host #27) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #27] MIPS for VM #217 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #27] Total allocated MIPS for VM #218 (Host #27) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #27] MIPS for VM #218 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #27] Total allocated MIPS for VM #219 (Host #27) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #27] MIPS for VM #219 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #27] Total allocated MIPS for VM #220 (Host #27) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #27] MIPS for VM #220 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #27] Total allocated MIPS for VM #221 (Host #27) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #27] MIPS for VM #221 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #27] Total allocated MIPS for VM #222 (Host #27) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #27] MIPS for VM #222 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #27] Total allocated MIPS for VM #223 (Host #27) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #27] MIPS for VM #223 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #27] utilization is 100,00%

300,10: [Host #28] IO processing of VM #224 elapsed time is 2,77444 s
300,10: [Host #28] IO processing of VM #225 elapsed time is 2,77444 s
300,10: [Host #28] IO processing of VM #226 elapsed time is 2,77444 s
300,10: [Host #28] IO processing of VM #227 elapsed time is 2,77444 s
300,10: [Host #28] IO processing of VM #228 elapsed time is 2,77444 s
300,10: [Host #28] IO processing of VM #229 elapsed time is 2,77444 s
300,10: [Host #28] IO processing of VM #230 elapsed time is 2,77444 s
300,10: [Host #28] IO processing of VM #231 elapsed time is 2,77444 s
300,10: [Host #28] Total allocated MIPS for VM #224 (Host #28) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #28] MIPS for VM #224 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #28] Total allocated MIPS for VM #225 (Host #28) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #28] MIPS for VM #225 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #28] Total allocated MIPS for VM #226 (Host #28) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #28] MIPS for VM #226 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #28] Total allocated MIPS for VM #227 (Host #28) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #28] MIPS for VM #227 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #28] Total allocated MIPS for VM #228 (Host #28) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #28] MIPS for VM #228 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #28] Total allocated MIPS for VM #229 (Host #28) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #28] MIPS for VM #229 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #28] Total allocated MIPS for VM #230 (Host #28) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #28] MIPS for VM #230 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #28] Total allocated MIPS for VM #231 (Host #28) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #28] MIPS for VM #231 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #28] utilization is 100,00%

300,10: [Host #29] IO processing of VM #232 elapsed time is 2,77444 s
300,10: [Host #29] IO processing of VM #233 elapsed time is 2,77444 s
300,10: [Host #29] IO processing of VM #234 elapsed time is 2,77444 s
300,10: [Host #29] IO processing of VM #235 elapsed time is 2,77444 s
300,10: [Host #29] IO processing of VM #236 elapsed time is 2,77444 s
300,10: [Host #29] IO processing of VM #237 elapsed time is 2,77444 s
300,10: [Host #29] IO processing of VM #238 elapsed time is 2,77444 s
300,10: [Host #29] IO processing of VM #239 elapsed time is 2,77444 s
300,10: [Host #29] Total allocated MIPS for VM #232 (Host #29) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #29] MIPS for VM #232 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #29] Total allocated MIPS for VM #233 (Host #29) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #29] MIPS for VM #233 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #29] Total allocated MIPS for VM #234 (Host #29) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #29] MIPS for VM #234 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #29] Total allocated MIPS for VM #235 (Host #29) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #29] MIPS for VM #235 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #29] Total allocated MIPS for VM #236 (Host #29) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #29] MIPS for VM #236 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #29] Total allocated MIPS for VM #237 (Host #29) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #29] MIPS for VM #237 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #29] Total allocated MIPS for VM #238 (Host #29) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #29] MIPS for VM #238 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #29] Total allocated MIPS for VM #239 (Host #29) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #29] MIPS for VM #239 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #29] utilization is 100,00%

300,10: [Host #30] IO processing of VM #240 elapsed time is 2,77444 s
300,10: [Host #30] IO processing of VM #241 elapsed time is 2,77444 s
300,10: [Host #30] IO processing of VM #242 elapsed time is 2,77444 s
300,10: [Host #30] IO processing of VM #243 elapsed time is 2,77444 s
300,10: [Host #30] IO processing of VM #244 elapsed time is 2,77444 s
300,10: [Host #30] IO processing of VM #245 elapsed time is 2,77444 s
300,10: [Host #30] IO processing of VM #246 elapsed time is 2,77444 s
300,10: [Host #30] IO processing of VM #247 elapsed time is 2,77444 s
300,10: [Host #30] Total allocated MIPS for VM #240 (Host #30) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #30] MIPS for VM #240 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #30] Total allocated MIPS for VM #241 (Host #30) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #30] MIPS for VM #241 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #30] Total allocated MIPS for VM #242 (Host #30) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #30] MIPS for VM #242 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #30] Total allocated MIPS for VM #243 (Host #30) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #30] MIPS for VM #243 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #30] Total allocated MIPS for VM #244 (Host #30) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #30] MIPS for VM #244 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #30] Total allocated MIPS for VM #245 (Host #30) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #30] MIPS for VM #245 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #30] Total allocated MIPS for VM #246 (Host #30) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #30] MIPS for VM #246 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #30] Total allocated MIPS for VM #247 (Host #30) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #30] MIPS for VM #247 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #30] utilization is 100,00%

300,10: [Host #31] IO processing of VM #248 elapsed time is 2,77444 s
300,10: [Host #31] IO processing of VM #249 elapsed time is 2,77444 s
300,10: [Host #31] IO processing of VM #250 elapsed time is 2,77444 s
300,10: [Host #31] IO processing of VM #251 elapsed time is 2,77444 s
300,10: [Host #31] IO processing of VM #252 elapsed time is 2,77444 s
300,10: [Host #31] IO processing of VM #253 elapsed time is 2,77444 s
300,10: [Host #31] IO processing of VM #254 elapsed time is 2,77444 s
300,10: [Host #31] IO processing of VM #255 elapsed time is 2,77444 s
300,10: [Host #31] Total allocated MIPS for VM #248 (Host #31) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #31] MIPS for VM #248 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #31] Total allocated MIPS for VM #249 (Host #31) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #31] MIPS for VM #249 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #31] Total allocated MIPS for VM #250 (Host #31) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #31] MIPS for VM #250 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #31] Total allocated MIPS for VM #251 (Host #31) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #31] MIPS for VM #251 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #31] Total allocated MIPS for VM #252 (Host #31) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #31] MIPS for VM #252 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #31] Total allocated MIPS for VM #253 (Host #31) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #31] MIPS for VM #253 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #31] Total allocated MIPS for VM #254 (Host #31) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #31] MIPS for VM #254 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #31] Total allocated MIPS for VM #255 (Host #31) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #31] MIPS for VM #255 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #31] utilization is 100,00%

300,10: [Host #32] IO processing of VM #256 elapsed time is 2,77444 s
300,10: [Host #32] IO processing of VM #257 elapsed time is 2,77444 s
300,10: [Host #32] IO processing of VM #258 elapsed time is 2,77444 s
300,10: [Host #32] IO processing of VM #259 elapsed time is 2,77444 s
300,10: [Host #32] IO processing of VM #260 elapsed time is 2,77444 s
300,10: [Host #32] IO processing of VM #261 elapsed time is 2,77444 s
300,10: [Host #32] IO processing of VM #262 elapsed time is 2,77444 s
300,10: [Host #32] IO processing of VM #263 elapsed time is 2,77444 s
300,10: [Host #32] Total allocated MIPS for VM #256 (Host #32) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #32] MIPS for VM #256 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #32] Total allocated MIPS for VM #257 (Host #32) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #32] MIPS for VM #257 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #32] Total allocated MIPS for VM #258 (Host #32) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #32] MIPS for VM #258 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #32] Total allocated MIPS for VM #259 (Host #32) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #32] MIPS for VM #259 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #32] Total allocated MIPS for VM #260 (Host #32) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #32] MIPS for VM #260 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #32] Total allocated MIPS for VM #261 (Host #32) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #32] MIPS for VM #261 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #32] Total allocated MIPS for VM #262 (Host #32) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #32] MIPS for VM #262 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #32] Total allocated MIPS for VM #263 (Host #32) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #32] MIPS for VM #263 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #32] utilization is 100,00%

300,10: [Host #33] IO processing of VM #264 elapsed time is 2,77444 s
300,10: [Host #33] IO processing of VM #265 elapsed time is 2,77444 s
300,10: [Host #33] IO processing of VM #266 elapsed time is 2,77444 s
300,10: [Host #33] IO processing of VM #267 elapsed time is 2,77444 s
300,10: [Host #33] IO processing of VM #268 elapsed time is 2,77444 s
300,10: [Host #33] IO processing of VM #269 elapsed time is 2,77444 s
300,10: [Host #33] IO processing of VM #270 elapsed time is 2,77444 s
300,10: [Host #33] IO processing of VM #271 elapsed time is 2,77444 s
300,10: [Host #33] Total allocated MIPS for VM #264 (Host #33) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #33] MIPS for VM #264 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #33] Total allocated MIPS for VM #265 (Host #33) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
300,10: [Host #33] MIPS for VM #265 by PEs (1 * 16000.0). PE #0: 2000,00.
300,10: [Host #33] Total allocated MIPS for VM #266 (Host #33) is 2000,00, was requested 2000,00 out of total 2000,00 (100,00%)
